"STATION","NAME","DATE","TMAX","TMIN"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-11-25","5.9","2.5"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-11-26","3.1","1.7"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-11-27","7.1","0.2"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-11-28","3.1","-0.2"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-11-29","3.8","-2.1"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-11-30","2.5","-3.8"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-01","2.3","-0.3"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-02","2.5","0.8"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-03","4.1","0.7"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-04","6.5","1.7"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-05","5.1","0.6"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-06","4.6","2.8"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-07","5.5","3.5"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-08","5.8","0.7"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-09","4.2","0.4"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-10","2.3","1.1"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-11","4.7","1.3"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-12","5.7","3.7"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-13","9.0","4.8"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-14","9.1","3.7"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-15","8.2","4.8"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-16","10.3","5.9"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-17","7.8","4.3"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-18","6.2","4.0"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-19","8.4","3.0"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-20","6.1","3.6"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-21","9.3","5.8"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-22","14.1","8.9"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-23","13.2","11.2"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-24","11.5","4.2"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-25","5.5","0.2"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-26","3.5","-0.2"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-27","5.3","0.4"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-28","6.2","2.7"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-29","5.3","1.9"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-30","5.5","2.2"
"GME00122362","FRANKFURT MAIN WESTEND, GM","2020-12-31","3.3","1.7"
